mayor,byte_length
Ron Black,5044
ABSTAIN,5044
Ron Black,5044
Andy Mitchell,5044
Andy Mitchell,5044
Ron Black,5044
Andy Mitchell,5044
Linda Marlene Eales,5044
Andy Mitchell,5044
ABSTAIN,5044
Linda Marlene Eales,5044
Andy Mitchell,5044
Linda Marlene Eales,5043
Linda Marlene Eales,5043
Linda Marlene Eales,5043
Ron Black,5043
ABSTAIN,5043
Linda Marlene Eales,5043
Linda Marlene Eales,5043
ABSTAIN,5043
Linda Marlene Eales,5043
Linda Marlene Eales,5043
Linda Marlene Eales,5043
Ron Black,5043
Ron Black,5043
Andy Mitchell,5043
Ron Black,5043
Andy Mitchell,5043
Linda Marlene Eales,5042
ABSTAIN,5042
Linda Marlene Eales,5042
ABSTAIN,5042
ABSTAIN,5042
Andy Mitchell,5042
ABSTAIN,5042
Andy Mitchell,5042
Ron Black,5042
Linda Marlene Eales,5041
Ron Black,5041
Andy Mitchell,5041
ABSTAIN,5041
Andy Mitchell,5041
Andy Mitchell,5041
ABSTAIN,5041
Andy Mitchell,5041
Andy Mitchell,5041
ABSTAIN,5041
Linda Marlene Eales,5040
ABSTAIN,5040
Andy Mitchell,5040
Ron Black,5040
ABSTAIN,5040
ABSTAIN,5040
Andy Mitchell,5040
Andy Mitchell,5040
Ron Black,5040
ABSTAIN,5040
Andy Mitchell,5040
Andy Mitchell,5040
Ron Black,5040
ABSTAIN,5040
Linda Marlene Eales,5040
Andy Mitchell,5040
Linda Marlene Eales,5040
Ron Black,5040
Linda Marlene Eales,5040
ABSTAIN,5040
ABSTAIN,5040
ABSTAIN,5039
Ron Black,5039
ABSTAIN,5039
Linda Marlene Eales,5039
Ron Black,5039
Linda Marlene Eales,5039
ABSTAIN,5039
ABSTAIN,5039
Ron Black,5039
Andy Mitchell,5039
Ron Black,5039
Andy Mitchell,5039
Ron Black,5039
Linda Marlene Eales,5039
Ron Black,5039
Ron Black,5039
Linda Marlene Eales,5039
Linda Marlene Eales,5038
Andy Mitchell,5038
Andy Mitchell,5038
Andy Mitchell,5038
Linda Marlene Eales,5038
Andy Mitchell,5038
Andy Mitchell,5038
ABSTAIN,5038
Andy Mitchell,5038
Ron Black,5038
Ron Black,5038
ABSTAIN,5038
Ron Black,5038
Andy Mitchell,5038
Ron Black,5038
Ron Black,5038
Linda Marlene Eales,5037
Ron Black,5037
Linda Marlene Eales,5037
ABSTAIN,5037
Ron Black,5037
Linda Marlene Eales,5037
Linda Marlene Eales,5037
Ron Black,5037
Ron Black,5037
Andy Mitchell,5037
ABSTAIN,5037
Ron Black,5037
ABSTAIN,5037
ABSTAIN,5037
Ron Black,5037
Andy Mitchell,5037
ABSTAIN,5037
Andy Mitchell,5037
ABSTAIN,5037
ABSTAIN,5037
Ron Black,5037
ABSTAIN,5037
Andy Mitchell,5037
Andy Mitchell,5036
ABSTAIN,5036
Andy Mitchell,5036
Linda Marlene Eales,5036
ABSTAIN,5036
Ron Black,5036
ABSTAIN,5036
Ron Black,5036
ABSTAIN,5036
Ron Black,5036
Andy Mitchell,5036
Linda Marlene Eales,5036
ABSTAIN,5036
ABSTAIN,5036
ABSTAIN,5036
Andy Mitchell,5036
Ron Black,5036
Linda Marlene Eales,5036
Andy Mitchell,5036
ABSTAIN,5036
Linda Marlene Eales,5036
Ron Black,5035
Linda Marlene Eales,5035
Andy Mitchell,5035
Ron Black,5035
Andy Mitchell,5035
Linda Marlene Eales,5035
Andy Mitchell,5035
Andy Mitchell,5035
Linda Marlene Eales,5035
Andy Mitchell,5035
ABSTAIN,5035
Linda Marlene Eales,5035
Linda Marlene Eales,5035
ABSTAIN,5035
Linda Marlene Eales,5035
Ron Black,5035
ABSTAIN,5035
Linda Marlene Eales,5034
Ron Black,5034
Andy Mitchell,5034
Ron Black,5034
ABSTAIN,5034
ABSTAIN,5034
ABSTAIN,5034
Linda Marlene Eales,5034
Ron Black,5034
Linda Marlene Eales,5034
Ron Black,5034
Linda Marlene Eales,5034
Ron Black,5034
ABSTAIN,5034
ABSTAIN,5034
Ron Black,5033
Ron Black,5033
Linda Marlene Eales,5033
Andy Mitchell,5033
Andy Mitchell,5033
Linda Marlene Eales,5033
Linda Marlene Eales,5033
Linda Marlene Eales,5033
Ron Black,5033
Ron Black,5033
Linda Marlene Eales,5033
Ron Black,5033
Ron Black,5033
Andy Mitchell,5033
Ron Black,5033
Andy Mitchell,5033
Ron Black,5032
Andy Mitchell,5032
Linda Marlene Eales,5032
ABSTAIN,5032
Ron Black,5032
Linda Marlene Eales,5032
Andy Mitchell,5032
Linda Marlene Eales,5032
Linda Marlene Eales,5032
ABSTAIN,5032
Linda Marlene Eales,5032
ABSTAIN,5032
ABSTAIN,5032
Andy Mitchell,5032
Linda Marlene Eales,5032
Andy Mitchell,5032
Andy Mitchell,5032
ABSTAIN,5032
Andy Mitchell,5032
Linda Marlene Eales,5031
Linda Marlene Eales,5031
Ron Black,5031
Andy Mitchell,5031
Linda Marlene Eales,5031
Andy Mitchell,5031
Linda Marlene Eales,5031
Linda Marlene Eales,5031
Ron Black,5031
Linda Marlene Eales,5030
Andy Mitchell,5030
Linda Marlene Eales,5030
ABSTAIN,5030
ABSTAIN,5030
Linda Marlene Eales,5030
Ron Black,5030
Linda Marlene Eales,5030
Linda Marlene Eales,5030
Ron Black,5030
Andy Mitchell,5030
Ron Black,5030
ABSTAIN,5030
Linda Marlene Eales,5030
ABSTAIN,5030
Linda Marlene Eales,5030
Ron Black,5029
Linda Marlene Eales,5029
Linda Marlene Eales,5029
ABSTAIN,5029
Ron Black,5029
Andy Mitchell,5029
Ron Black,5029
Andy Mitchell,5029
Ron Black,5029
ABSTAIN,5029
Ron Black,5029
Linda Marlene Eales,5029
Andy Mitchell,5029
Linda Marlene Eales,5029
Linda Marlene Eales,5028
Andy Mitchell,5028
Linda Marlene Eales,5028
Andy Mitchell,5028
Andy Mitchell,5028
Ron Black,5028
ABSTAIN,5028
Ron Black,5028
Linda Marlene Eales,5028
Linda Marlene Eales,5028
ABSTAIN,5028
Andy Mitchell,5028
Ron Black,5028
Andy Mitchell,5027
Linda Marlene Eales,5027
Linda Marlene Eales,5027
Andy Mitchell,5027
ABSTAIN,5027
Andy Mitchell,5027
Linda Marlene Eales,5027
Ron Black,5027
Linda Marlene Eales,5027
ABSTAIN,5027
ABSTAIN,5027
Ron Black,5027
Andy Mitchell,5027
Andy Mitchell,5027
Linda Marlene Eales,5027
Andy Mitchell,5027
Andy Mitchell,5027
ABSTAIN,5027
Ron Black,5027
ABSTAIN,5026
Ron Black,5026
Ron Black,5026
Ron Black,5026
ABSTAIN,5026
Andy Mitchell,5026
ABSTAIN,5026
Ron Black,5026
Andy Mitchell,5026
Linda Marlene Eales,5026
Linda Marlene Eales,5025
Andy Mitchell,5025
Linda Marlene Eales,5025
ABSTAIN,5025
Linda Marlene Eales,5025
Linda Marlene Eales,5025
Andy Mitchell,5025
Linda Marlene Eales,5025
ABSTAIN,5025
ABSTAIN,5025
Ron Black,5025
ABSTAIN,5025
ABSTAIN,5025
Ron Black,5025
Andy Mitchell,5025
ABSTAIN,5025
ABSTAIN,5025
Ron Black,5025
Ron Black,5025
Andy Mitchell,5024
Ron Black,5024
ABSTAIN,5024
Andy Mitchell,5024
ABSTAIN,5024
Andy Mitchell,5024
Linda Marlene Eales,5024
Linda Marlene Eales,5024
ABSTAIN,5024
Linda Marlene Eales,5024
Ron Black,5024
ABSTAIN,5024
Ron Black,5024
Ron Black,5024
ABSTAIN,5024
Andy Mitchell,5024
Ron Black,5023
Andy Mitchell,5023
Ron Black,5023
ABSTAIN,5023
Andy Mitchell,5023
Andy Mitchell,5023
ABSTAIN,5023
Ron Black,5023
Ron Black,5023
Andy Mitchell,5023
Andy Mitchell,5023
Ron Black,5023
Ron Black,5023
ABSTAIN,5023
Linda Marlene Eales,5023
ABSTAIN,5022
Ron Black,5022
ABSTAIN,5022
ABSTAIN,5022
Linda Marlene Eales,5022
ABSTAIN,5022
Ron Black,5022
ABSTAIN,5022
Ron Black,5022
ABSTAIN,5022
Linda Marlene Eales,5022
Andy Mitchell,5022
ABSTAIN,5022
Andy Mitchell,5022
Andy Mitchell,5022
Andy Mitchell,5022
Andy Mitchell,5022
ABSTAIN,5022
ABSTAIN,5022
Andy Mitchell,5022
Andy Mitchell,5022
Andy Mitchell,5022
Linda Marlene Eales,5022
Andy Mitchell,5022
ABSTAIN,5021
ABSTAIN,5021
Ron Black,5021
Andy Mitchell,5021
Ron Black,5021
Ron Black,5021
Ron Black,5021
Andy Mitchell,5021
Linda Marlene Eales,5021
Linda Marlene Eales,5021
Linda Marlene Eales,5021
Linda Marlene Eales,5021
Linda Marlene Eales,5021
Andy Mitchell,5021
ABSTAIN,5020
Andy Mitchell,5020
Linda Marlene Eales,5020
ABSTAIN,5020
ABSTAIN,5020
Ron Black,5020
ABSTAIN,5020
Linda Marlene Eales,5020
Ron Black,5020
Ron Black,5020
Linda Marlene Eales,5020
Ron Black,5020
ABSTAIN,5020
Linda Marlene Eales,5019
Andy Mitchell,5019
Andy Mitchell,5019
Linda Marlene Eales,5019
Linda Marlene Eales,5019
Ron Black,5019
Linda Marlene Eales,5019
ABSTAIN,5019
Ron Black,5019
Andy Mitchell,5019
Ron Black,5019
Linda Marlene Eales,5019
Linda Marlene Eales,5019
Andy Mitchell,5019
Ron Black,5019
ABSTAIN,5019
Linda Marlene Eales,5019
ABSTAIN,5019
Linda Marlene Eales,5018
Ron Black,5018
Linda Marlene Eales,5018
ABSTAIN,5018
Andy Mitchell,5018
Ron Black,5018
Linda Marlene Eales,5018
Linda Marlene Eales,5018
Linda Marlene Eales,5018
ABSTAIN,5018
Andy Mitchell,5018
Linda Marlene Eales,5018
Andy Mitchell,5018
ABSTAIN,5018
Ron Black,5017
Andy Mitchell,5017
Linda Marlene Eales,5017
Linda Marlene Eales,5017
Andy Mitchell,5017
Andy Mitchell,5017
Andy Mitchell,5017
Andy Mitchell,5017
ABSTAIN,5017
Linda Marlene Eales,5017
ABSTAIN,5017
Linda Marlene Eales,5017
Linda Marlene Eales,5017
Andy Mitchell,5016
Ron Black,5016
Andy Mitchell,5016
Linda Marlene Eales,5016
Linda Marlene Eales,5016
Andy Mitchell,5016
Ron Black,5016
ABSTAIN,5016
ABSTAIN,5016
ABSTAIN,5016
Linda Marlene Eales,5016
Ron Black,5016
Linda Marlene Eales,5016
Ron Black,5015
Andy Mitchell,5015
ABSTAIN,5015
Linda Marlene Eales,5015
ABSTAIN,5015
Ron Black,5015
ABSTAIN,5015
ABSTAIN,5015
Andy Mitchell,5015
Andy Mitchell,5015
ABSTAIN,5015
Ron Black,5015
Linda Marlene Eales,5015
ABSTAIN,5015
ABSTAIN,5014
ABSTAIN,5014
Linda Marlene Eales,5014
Linda Marlene Eales,5014
Ron Black,5014
Andy Mitchell,5014
Linda Marlene Eales,5014
ABSTAIN,5014
ABSTAIN,5014
Linda Marlene Eales,5014
Linda Marlene Eales,5014
Ron Black,5014
ABSTAIN,5014
Ron Black,5014
Ron Black,5014
Andy Mitchell,5013
Ron Black,5013
ABSTAIN,5013
Linda Marlene Eales,5013
Ron Black,5013
Ron Black,5013
Linda Marlene Eales,5013
Andy Mitchell,5013
Linda Marlene Eales,5013
ABSTAIN,5013
Linda Marlene Eales,5013
ABSTAIN,5013
Linda Marlene Eales,5013
Ron Black,5013
Andy Mitchell,5013
Andy Mitchell,5013
Ron Black,5013
Linda Marlene Eales,5013
Linda Marlene Eales,5013
Ron Black,5013
Linda Marlene Eales,5013
Ron Black,5013
ABSTAIN,5013
Andy Mitchell,5013
Linda Marlene Eales,5013
Ron Black,5012
Linda Marlene Eales,5012
ABSTAIN,5012
Linda Marlene Eales,5012
Andy Mitchell,5012
ABSTAIN,5012
Ron Black,5012
Ron Black,5012
Linda Marlene Eales,5012
Andy Mitchell,5012
Ron Black,5012
ABSTAIN,5012
Ron Black,5011
ABSTAIN,5011
Linda Marlene Eales,5011
ABSTAIN,5011
Ron Black,5011
Linda Marlene Eales,5011
Andy Mitchell,5011
Linda Marlene Eales,5011
Andy Mitchell,5011
Linda Marlene Eales,5011
ABSTAIN,5011
Linda Marlene Eales,5011
Andy Mitchell,5011
Linda Marlene Eales,5011
ABSTAIN,5011
ABSTAIN,5010
Linda Marlene Eales,5010
Ron Black,5010
Ron Black,5010
Linda Marlene Eales,5010
Ron Black,5010
ABSTAIN,5010
Linda Marlene Eales,5010
ABSTAIN,5010
Linda Marlene Eales,5010
Linda Marlene Eales,5010
Andy Mitchell,5010
ABSTAIN,5010
Linda Marlene Eales,5010
Andy Mitchell,5010
Linda Marlene Eales,5010
ABSTAIN,5010
Linda Marlene Eales,5010
ABSTAIN,5009
ABSTAIN,5009
Linda Marlene Eales,5009
Ron Black,5009
Ron Black,5009
Linda Marlene Eales,5009
Ron Black,5009
ABSTAIN,5009
Linda Marlene Eales,5009
Ron Black,5009
Ron Black,5009
Andy Mitchell,5009
Linda Marlene Eales,5009
ABSTAIN,5009
Ron Black,5009
Linda Marlene Eales,5009
Linda Marlene Eales,5009
Andy Mitchell,5008
Ron Black,5008
Andy Mitchell,5008
Ron Black,5008
Linda Marlene Eales,5008
ABSTAIN,5008
Andy Mitchell,5007
ABSTAIN,5007
Andy Mitchell,5007
Linda Marlene Eales,5007
Ron Black,5007
Linda Marlene Eales,5007
Andy Mitchell,5007
Linda Marlene Eales,5007
Andy Mitchell,5006
Linda Marlene Eales,5006
ABSTAIN,5006
ABSTAIN,5006
Linda Marlene Eales,5006
ABSTAIN,5006
Linda Marlene Eales,5006
Andy Mitchell,5006
Linda Marlene Eales,5006
Ron Black,5006
Ron Black,5006
Ron Black,5005
ABSTAIN,5005
ABSTAIN,5005
Ron Black,5005
Andy Mitchell,5005
ABSTAIN,5005
Andy Mitchell,5005
Linda Marlene Eales,5005
Ron Black,5005
Andy Mitchell,5005
ABSTAIN,5005
Ron Black,5005
Linda Marlene Eales,5005
Andy Mitchell,5005
ABSTAIN,5005
Linda Marlene Eales,5005
Ron Black,5005
ABSTAIN,5005
ABSTAIN,5004
Ron Black,5004
Ron Black,5004
ABSTAIN,5004
ABSTAIN,5004
Linda Marlene Eales,5004
ABSTAIN,5004
Ron Black,5004
Ron Black,5004
ABSTAIN,5004
Linda Marlene Eales,5004
Linda Marlene Eales,5004
ABSTAIN,5004
Ron Black,5004
ABSTAIN,5004
ABSTAIN,5004
ABSTAIN,5004
Ron Black,5003
Ron Black,5003
Andy Mitchell,5003
Ron Black,5003
Ron Black,5003
Andy Mitchell,5003
Linda Marlene Eales,5003
Andy Mitchell,5003
Linda Marlene Eales,5003
ABSTAIN,5003
Ron Black,5003
Linda Marlene Eales,5003
ABSTAIN,5003
Linda Marlene Eales,5003
Andy Mitchell,5003
Linda Marlene Eales,5003
ABSTAIN,5002
ABSTAIN,5002
Ron Black,5002
Linda Marlene Eales,5002
Ron Black,5002
ABSTAIN,5002
Andy Mitchell,5002
Linda Marlene Eales,5002
Andy Mitchell,5002
Andy Mitchell,5002
Andy Mitchell,5002
Andy Mitchell,5002
ABSTAIN,5002
Andy Mitchell,5002
ABSTAIN,5002
Linda Marlene Eales,5002
ABSTAIN,5002
Andy Mitchell,5001
ABSTAIN,5001
Andy Mitchell,5001
Linda Marlene Eales,5001
Andy Mitchell,5001
Andy Mitchell,5001
Andy Mitchell,5001
ABSTAIN,5001
Ron Black,5001
Linda Marlene Eales,5001
Andy Mitchell,5001
ABSTAIN,5001
Ron Black,5001
Andy Mitchell,5001
Ron Black,5000
ABSTAIN,5000
Andy Mitchell,5000
Andy Mitchell,5000
Linda Marlene Eales,5000
Linda Marlene Eales,5000
Andy Mitchell,5000
Andy Mitchell,5000
ABSTAIN,5000
Andy Mitchell,5000
Linda Marlene Eales,5000
Ron Black,5000
Andy Mitchell,5000
Andy Mitchell,5000
Andy Mitchell,5000
Andy Mitchell,5000
Linda Marlene Eales,5000
ABSTAIN,4999
ABSTAIN,4999
Linda Marlene Eales,4999
ABSTAIN,4999
ABSTAIN,4999
ABSTAIN,4999
ABSTAIN,4999
Andy Mitchell,4999
Andy Mitchell,4999
ABSTAIN,4999
ABSTAIN,4999
Ron Black,4999
ABSTAIN,4998
Linda Marlene Eales,4998
Andy Mitchell,4998
Andy Mitchell,4998
Linda Marlene Eales,4998
Andy Mitchell,4998
ABSTAIN,4998
Linda Marlene Eales,4998
ABSTAIN,4998
Andy Mitchell,4998
Linda Marlene Eales,4998
Ron Black,4998
ABSTAIN,4998
Ron Black,4998
Andy Mitchell,4998
Linda Marlene Eales,4998
Andy Mitchell,4998
Ron Black,4998
Andy Mitchell,4998
Ron Black,4998
ABSTAIN,4997
ABSTAIN,4997
Linda Marlene Eales,4997
ABSTAIN,4997
Ron Black,4997
Ron Black,4997
Linda Marlene Eales,4997
Linda Marlene Eales,4997
ABSTAIN,4997
Andy Mitchell,4997
Ron Black,4997
Andy Mitchell,4997
ABSTAIN,4997
Ron Black,4997
Linda Marlene Eales,4997
Linda Marlene Eales,4997
Ron Black,4997
Ron Black,4997
Ron Black,4997
ABSTAIN,4996
Ron Black,4996
Ron Black,4996
Linda Marlene Eales,4996
Andy Mitchell,4996
ABSTAIN,4996
Ron Black,4996
Linda Marlene Eales,4996
ABSTAIN,4996
Ron Black,4996
Ron Black,4996
Linda Marlene Eales,4996
Ron Black,4996
Ron Black,4996
Andy Mitchell,4996
ABSTAIN,4996
ABSTAIN,4996
Ron Black,4996
Ron Black,4996
Ron Black,4996
Ron Black,4996
Ron Black,4996
Ron Black,4996
ABSTAIN,4996
Linda Marlene Eales,4996
Andy Mitchell,4996
Ron Black,4996
Andy Mitchell,4996
Ron Black,4996
Linda Marlene Eales,4995
ABSTAIN,4995
Linda Marlene Eales,4995
Linda Marlene Eales,4995
Ron Black,4995
Ron Black,4995
Ron Black,4995
Ron Black,4995
Linda Marlene Eales,4995
ABSTAIN,4995
ABSTAIN,4995
Ron Black,4995
ABSTAIN,4995
ABSTAIN,4995
Linda Marlene Eales,4995
Linda Marlene Eales,4995
ABSTAIN,4994
Linda Marlene Eales,4994
Linda Marlene Eales,4994
Linda Marlene Eales,4994
Andy Mitchell,4994
Linda Marlene Eales,4994
Linda Marlene Eales,4994
ABSTAIN,4994
ABSTAIN,4994
Andy Mitchell,4994
Linda Marlene Eales,4993
ABSTAIN,4993
ABSTAIN,4993
Ron Black,4993
Andy Mitchell,4993
ABSTAIN,4993
Ron Black,4993
Andy Mitchell,4993
Ron Black,4993
ABSTAIN,4992
Linda Marlene Eales,4992
Andy Mitchell,4992
Andy Mitchell,4992
Linda Marlene Eales,4992
Linda Marlene Eales,4992
Andy Mitchell,4992
Ron Black,4992
Linda Marlene Eales,4992
Ron Black,4992
Andy Mitchell,4992
Andy Mitchell,4992
ABSTAIN,4992
Linda Marlene Eales,4992
ABSTAIN,4992
Andy Mitchell,4992
Linda Marlene Eales,4992
Ron Black,4992
Linda Marlene Eales,4991
Ron Black,4991
Linda Marlene Eales,4991
ABSTAIN,4991
Ron Black,4991
ABSTAIN,4991
Ron Black,4991
Linda Marlene Eales,4991
ABSTAIN,4991
Linda Marlene Eales,4991
Andy Mitchell,4991
ABSTAIN,4991
ABSTAIN,4991
ABSTAIN,4991
Ron Black,4991
Linda Marlene Eales,4991
Linda Marlene Eales,4991
ABSTAIN,4991
Ron Black,4991
Andy Mitchell,4991
Linda Marlene Eales,4991
Linda Marlene Eales,4991
Andy Mitchell,4991
Linda Marlene Eales,4990
ABSTAIN,4990
ABSTAIN,4990
Andy Mitchell,4990
Andy Mitchell,4990
Andy Mitchell,4990
Ron Black,4990
Linda Marlene Eales,4990
Linda Marlene Eales,4990
Ron Black,4990
ABSTAIN,4990
Andy Mitchell,4990
Andy Mitchell,4990
Andy Mitchell,4990
Ron Black,4990
Ron Black,4989
Andy Mitchell,4989
Ron Black,4989
Andy Mitchell,4989
Ron Black,4989
Ron Black,4989
ABSTAIN,4989
Linda Marlene Eales,4989
Ron Black,4989
Andy Mitchell,4989
Andy Mitchell,4989
Andy Mitchell,4989
Ron Black,4989
ABSTAIN,4989
ABSTAIN,4988
Ron Black,4988
Ron Black,4988
ABSTAIN,4988
ABSTAIN,4988
Ron Black,4988
Ron Black,4988
Andy Mitchell,4988
Andy Mitchell,4988
ABSTAIN,4988
Linda Marlene Eales,4988
Andy Mitchell,4988
Ron Black,4988
ABSTAIN,4988
Ron Black,4988
Ron Black,4988
Linda Marlene Eales,4988
ABSTAIN,4988
Andy Mitchell,4988
Andy Mitchell,4988
Andy Mitchell,4988
ABSTAIN,4987
Linda Marlene Eales,4987
Andy Mitchell,4987
Ron Black,4987
ABSTAIN,4987
Linda Marlene Eales,4987
Andy Mitchell,4987
Andy Mitchell,4987
ABSTAIN,4987
Andy Mitchell,4987
Andy Mitchell,4987
ABSTAIN,4987
ABSTAIN,4987
Linda Marlene Eales,4987
Andy Mitchell,4987
Andy Mitchell,4987
Ron Black,4987
Ron Black,4986
Andy Mitchell,4986
Ron Black,4986
ABSTAIN,4986
Linda Marlene Eales,4986
ABSTAIN,4986
Andy Mitchell,4986
Andy Mitchell,4986
ABSTAIN,4986
Ron Black,4986
ABSTAIN,4986
ABSTAIN,4986
ABSTAIN,4986
Ron Black,4986
Ron Black,4986
ABSTAIN,4986
Linda Marlene Eales,4986
Andy Mitchell,4986
ABSTAIN,4985
Ron Black,4985
Andy Mitchell,4985
Andy Mitchell,4985
Ron Black,4985
Andy Mitchell,4985
Ron Black,4985
Ron Black,4985
ABSTAIN,4985
Ron Black,4985
ABSTAIN,4985
Ron Black,4985
ABSTAIN,4985
Andy Mitchell,4985
Linda Marlene Eales,4985
Linda Marlene Eales,4985
ABSTAIN,4985
ABSTAIN,4984
Linda Marlene Eales,4984
Ron Black,4984
ABSTAIN,4984
Linda Marlene Eales,4984
Andy Mitchell,4984
Linda Marlene Eales,4984
ABSTAIN,4984
ABSTAIN,4984
Andy Mitchell,4984
Andy Mitchell,4984
Linda Marlene Eales,4984
Linda Marlene Eales,4983
Linda Marlene Eales,4983
ABSTAIN,4983
ABSTAIN,4983
Andy Mitchell,4983
Andy Mitchell,4983
Ron Black,4983
ABSTAIN,4983
Linda Marlene Eales,4983
ABSTAIN,4983
ABSTAIN,4983
Linda Marlene Eales,4983
Andy Mitchell,4983
Andy Mitchell,4983
ABSTAIN,4983
Ron Black,4982
ABSTAIN,4982
Ron Black,4982
ABSTAIN,4982
Andy Mitchell,4982
Ron Black,4982
Andy Mitchell,4982
Andy Mitchell,4982
Ron Black,4982
Andy Mitchell,4982
Ron Black,4981
Andy Mitchell,4981
Ron Black,4981
Andy Mitchell,4981
Ron Black,4981
Andy Mitchell,4981
ABSTAIN,4981
Linda Marlene Eales,4981
ABSTAIN,4981
Linda Marlene Eales,4981
Ron Black,4981
Ron Black,4981
Andy Mitchell,4981
Linda Marlene Eales,4981
Linda Marlene Eales,4981
Ron Black,4981
Linda Marlene Eales,4981
Ron Black,4980
Andy Mitchell,4980
Linda Marlene Eales,4980
ABSTAIN,4980
ABSTAIN,4980
Andy Mitchell,4980
Ron Black,4980
Linda Marlene Eales,4980
Andy Mitchell,4980
ABSTAIN,4980
ABSTAIN,4980
Andy Mitchell,4980
Ron Black,4980
ABSTAIN,4980
Ron Black,4980
Ron Black,4979
Ron Black,4979
Ron Black,4979
ABSTAIN,4979
Andy Mitchell,4979
ABSTAIN,4979
Linda Marlene Eales,4979
ABSTAIN,4979
Andy Mitchell,4979
Andy Mitchell,4979
ABSTAIN,4979
Andy Mitchell,4979
Linda Marlene Eales,4979
Andy Mitchell,4978
Andy Mitchell,4978
Ron Black,4978
Linda Marlene Eales,4978
Linda Marlene Eales,4978
ABSTAIN,4978
ABSTAIN,4978
ABSTAIN,4978
Andy Mitchell,4978
Ron Black,4978
Ron Black,4978
ABSTAIN,4978
Linda Marlene Eales,4978
Andy Mitchell,4978
ABSTAIN,4978
Ron Black,4978
ABSTAIN,4978
Linda Marlene Eales,4978
ABSTAIN,4978
Andy Mitchell,4978
ABSTAIN,4977
Linda Marlene Eales,4977
Linda Marlene Eales,4977
Ron Black,4977
Linda Marlene Eales,4977
ABSTAIN,4977
Andy Mitchell,4977
Ron Black,4977
Ron Black,4977
ABSTAIN,4977
Ron Black,4977
ABSTAIN,4977
ABSTAIN,4977
Linda Marlene Eales,4976
Andy Mitchell,4976
ABSTAIN,4976
ABSTAIN,4976
Ron Black,4976
Ron Black,4976
Linda Marlene Eales,4976
Linda Marlene Eales,4976
Linda Marlene Eales,4976
Andy Mitchell,4976
Ron Black,4976
ABSTAIN,4976
Andy Mitchell,4976
Andy Mitchell,4976
Linda Marlene Eales,4975
Linda Marlene Eales,4975
ABSTAIN,4975
Linda Marlene Eales,4975
Ron Black,4975
Linda Marlene Eales,4975
ABSTAIN,4975
Linda Marlene Eales,4975
ABSTAIN,4975
Ron Black,4975
ABSTAIN,4974
Ron Black,4974
ABSTAIN,4974
Andy Mitchell,4974
Ron Black,4974
ABSTAIN,4974
Andy Mitchell,4974
ABSTAIN,4974
Linda Marlene Eales,4974
Andy Mitchell,4974
Andy Mitchell,4974
Linda Marlene Eales,4974
ABSTAIN,4974
Linda Marlene Eales,4974
Ron Black,4973
Linda Marlene Eales,4973
ABSTAIN,4973
Andy Mitchell,4973
Ron Black,4973
Ron Black,4973
Ron Black,4973
ABSTAIN,4973
Ron Black,4973
Linda Marlene Eales,4973
Ron Black,4973
Andy Mitchell,4973
Linda Marlene Eales,4973
Ron Black,4973
ABSTAIN,4973
Andy Mitchell,4973
Linda Marlene Eales,4972
Andy Mitchell,4972
Andy Mitchell,4972
Linda Marlene Eales,4972
ABSTAIN,4972
ABSTAIN,4972
Linda Marlene Eales,4972
Ron Black,4972
Ron Black,4972
Andy Mitchell,4972
Linda Marlene Eales,4972
Linda Marlene Eales,4972
ABSTAIN,4972
ABSTAIN,4972
Ron Black,4972
ABSTAIN,4971
Linda Marlene Eales,4971
ABSTAIN,4971
ABSTAIN,4971
ABSTAIN,4971
ABSTAIN,4971
ABSTAIN,4971
Andy Mitchell,4971
Ron Black,4971
Linda Marlene Eales,4971
Andy Mitchell,4971
Andy Mitchell,4971
ABSTAIN,4971
Ron Black,4971
Linda Marlene Eales,4971
ABSTAIN,4970
Andy Mitchell,4970
Linda Marlene Eales,4970
Linda Marlene Eales,4970
Linda Marlene Eales,4970
ABSTAIN,4970
Andy Mitchell,4970
ABSTAIN,4970
Andy Mitchell,4970
Andy Mitchell,4970
Andy Mitchell,4970
ABSTAIN,4970
Andy Mitchell,4970
Andy Mitchell,4970
Andy Mitchell,4970
ABSTAIN,4969
ABSTAIN,4969
ABSTAIN,4969
Ron Black,4969
Linda Marlene Eales,4969
Linda Marlene Eales,4969
ABSTAIN,4969
Linda Marlene Eales,4969
Andy Mitchell,4969
Andy Mitchell,4969
Linda Marlene Eales,4969
Andy Mitchell,4969
Ron Black,4969
Linda Marlene Eales,4969
Andy Mitchell,4969
Ron Black,4969
Ron Black,4969
Ron Black,4969
Ron Black,4969
ABSTAIN,4969
ABSTAIN,4969
Andy Mitchell,4969
Linda Marlene Eales,4969
ABSTAIN,4969
Ron Black,4969
Ron Black,4968
Ron Black,4968
ABSTAIN,4968
ABSTAIN,4968
Ron Black,4968
Linda Marlene Eales,4968
ABSTAIN,4968
ABSTAIN,4968
ABSTAIN,4968
Linda Marlene Eales,4968
Ron Black,4967
Linda Marlene Eales,4967
Linda Marlene Eales,4967
Andy Mitchell,4967
Linda Marlene Eales,4967
Linda Marlene Eales,4967
Ron Black,4967
Andy Mitchell,4967
ABSTAIN,4967
ABSTAIN,4967
Ron Black,4967
Linda Marlene Eales,4967
Ron Black,4967
Andy Mitchell,4967
ABSTAIN,4966
Linda Marlene Eales,4966
ABSTAIN,4966
