mayor,byte_length
Linda Marlene Eales,5020
OTHER,4546
OTHER,4863
Ron Black,5292
Linda Marlene Eales,4538
Linda Marlene Eales,4936
Ron Black,3408
OTHER,4254
OTHER,4812
Andy Mitchell,3389
Linda Marlene Eales,4067
Ron Black,5016
OTHER,5004
Andy Mitchell,4372
Andy Mitchell,4352
Andy Mitchell,4946
Andy Mitchell,5321
Ron Black,5107
OTHER,3895
OTHER,3414
Andy Mitchell,5095
Andy Mitchell,3408
Ron Black,4755
Ron Black,4591
Andy Mitchell,5330
Linda Marlene Eales,4382
OTHER,4767
OTHER,3660
OTHER,4068
OTHER,5266
Ron Black,4964
OTHER,4377
Ron Black,4936
OTHER,3470
Linda Marlene Eales,4104
Andy Mitchell,3876
Ron Black,4225
Linda Marlene Eales,4344
Linda Marlene Eales,4283
Linda Marlene Eales,5036
Andy Mitchell,4974
OTHER,4475
Andy Mitchell,4671
Ron Black,3992
Andy Mitchell,3473
Linda Marlene Eales,3667
Andy Mitchell,4366
Andy Mitchell,4429
Ron Black,3539
Ron Black,4221
OTHER,4835
Linda Marlene Eales,4538
Linda Marlene Eales,4510
Ron Black,3721
Linda Marlene Eales,4935
Andy Mitchell,3556
Andy Mitchell,4429
Ron Black,5036
Linda Marlene Eales,4369
OTHER,3380
OTHER,4540
OTHER,5125
OTHER,4973
Linda Marlene Eales,5138
Andy Mitchell,4354
Linda Marlene Eales,4083
Ron Black,4921
OTHER,4982
Ron Black,4234
OTHER,5296
Linda Marlene Eales,4242
Ron Black,4362
Ron Black,4399
OTHER,5056
Linda Marlene Eales,4643
OTHER,3652
Andy Mitchell,4165
OTHER,4187
OTHER,4419
Ron Black,4206
Linda Marlene Eales,5006
Linda Marlene Eales,4716
Andy Mitchell,5065
Andy Mitchell,4189
Andy Mitchell,4766
OTHER,4356
Linda Marlene Eales,5265
Andy Mitchell,4739
OTHER,3637
Andy Mitchell,4154
Linda Marlene Eales,4506
OTHER,4288
Andy Mitchell,3697
OTHER,5034
Ron Black,5208
Andy Mitchell,3651
Linda Marlene Eales,3754
Linda Marlene Eales,5085
OTHER,5245
Linda Marlene Eales,4110
Linda Marlene Eales,3474
Andy Mitchell,4968
Andy Mitchell,4334
OTHER,4437
Linda Marlene Eales,4504
Linda Marlene Eales,5206
Linda Marlene Eales,5206
Linda Marlene Eales,3530
OTHER,4192
OTHER,4870
OTHER,4342
Andy Mitchell,4358
Linda Marlene Eales,4737
Linda Marlene Eales,3350
Linda Marlene Eales,5121
OTHER,4731
OTHER,4534
OTHER,3665
Andy Mitchell,3752
Andy Mitchell,3835
Linda Marlene Eales,5000
Linda Marlene Eales,3370
Linda Marlene Eales,5195
OTHER,4840
Ron Black,3699
OTHER,4339
Linda Marlene Eales,3467
Ron Black,4981
Ron Black,4427
OTHER,4454
Linda Marlene Eales,5036
Linda Marlene Eales,5105
Ron Black,3950
Andy Mitchell,4171
Linda Marlene Eales,3890
OTHER,5146
OTHER,4203
OTHER,4816
OTHER,4950
Ron Black,4970
OTHER,4258
OTHER,3570
Andy Mitchell,5203
Ron Black,3446
OTHER,4983
Andy Mitchell,5232
Andy Mitchell,4849
Andy Mitchell,4202
Linda Marlene Eales,3957
Ron Black,3361
Ron Black,3362
Ron Black,4555
OTHER,4640
Ron Black,3945
Linda Marlene Eales,4981
Linda Marlene Eales,3762
Ron Black,3549
Andy Mitchell,4362
Andy Mitchell,5121
Andy Mitchell,4793
Ron Black,3618
Ron Black,3924
OTHER,4979
Ron Black,3433
OTHER,3905
Linda Marlene Eales,4148
Linda Marlene Eales,3705
Andy Mitchell,3987
OTHER,4590
Linda Marlene Eales,3420
Ron Black,4894
Linda Marlene Eales,4186
Ron Black,4249
Andy Mitchell,4332
Andy Mitchell,4256
Linda Marlene Eales,5131
Andy Mitchell,5033
Linda Marlene Eales,4343
OTHER,3529
Andy Mitchell,3418
Andy Mitchell,3506
OTHER,4062
OTHER,3581
OTHER,3616
Ron Black,5107
Andy Mitchell,4585
Ron Black,5333
Ron Black,3936
Linda Marlene Eales,5257
OTHER,5287
OTHER,4182
Linda Marlene Eales,4583
Andy Mitchell,4534
OTHER,3470
Andy Mitchell,4019
Linda Marlene Eales,4268
Andy Mitchell,4282
Andy Mitchell,4505
Ron Black,4129
Linda Marlene Eales,5269
Linda Marlene Eales,5140
Linda Marlene Eales,3500
OTHER,4887
OTHER,3981
OTHER,3892
Linda Marlene Eales,4088
Ron Black,3349
OTHER,3541
OTHER,4862
OTHER,4213
Ron Black,5205
Linda Marlene Eales,4432
Linda Marlene Eales,3938
Ron Black,4070
OTHER,4398
Andy Mitchell,5283
Linda Marlene Eales,4333
Andy Mitchell,4704
Linda Marlene Eales,4822
Andy Mitchell,4101
Linda Marlene Eales,4604
OTHER,3417
OTHER,3901
Andy Mitchell,3901
Ron Black,5326
Linda Marlene Eales,4866
Ron Black,5018
Linda Marlene Eales,4172
Linda Marlene Eales,4107
OTHER,4018
Ron Black,4028
OTHER,3697
OTHER,4529
Linda Marlene Eales,5338
OTHER,3445
Linda Marlene Eales,4086
Linda Marlene Eales,4692
Ron Black,4272
Ron Black,5242
Ron Black,5014
Ron Black,3346
Ron Black,3672
Andy Mitchell,4720
OTHER,4060
Andy Mitchell,4238
Andy Mitchell,3436
Andy Mitchell,5155
OTHER,3565
Linda Marlene Eales,4935
Andy Mitchell,3469
OTHER,4881
Ron Black,3985
Linda Marlene Eales,3569
Ron Black,4534
OTHER,4291
Linda Marlene Eales,3706
Andy Mitchell,3513
Linda Marlene Eales,4968
Andy Mitchell,4163
OTHER,5015
Ron Black,4623
OTHER,3932
Linda Marlene Eales,4200
OTHER,3959
Ron Black,4754
Andy Mitchell,4260
Andy Mitchell,4501
OTHER,4079
OTHER,4956
Ron Black,4463
Ron Black,5145
OTHER,4784
Ron Black,4751
Linda Marlene Eales,3674
Ron Black,4596
Ron Black,3590
OTHER,4939
OTHER,5077
Ron Black,4952
Andy Mitchell,5184
Linda Marlene Eales,4305
Andy Mitchell,4223
OTHER,4963
Ron Black,4609
Andy Mitchell,4549
Linda Marlene Eales,5177
Andy Mitchell,4950
Linda Marlene Eales,4888
Andy Mitchell,3411
Andy Mitchell,4920
Andy Mitchell,5181
Linda Marlene Eales,3903
Ron Black,4746
Andy Mitchell,3959
Andy Mitchell,5056
OTHER,3368
Ron Black,5030
OTHER,4424
OTHER,5260
OTHER,3741
OTHER,3883
Ron Black,4929
OTHER,3978
Linda Marlene Eales,4940
OTHER,4629
Andy Mitchell,4202
Andy Mitchell,4527
OTHER,4661
Ron Black,3564
OTHER,5191
Ron Black,3693
OTHER,5147
Linda Marlene Eales,3919
Ron Black,3895
OTHER,3524
OTHER,4842
Linda Marlene Eales,4620
Andy Mitchell,4884
Linda Marlene Eales,4011
Ron Black,4864
Andy Mitchell,3425
Andy Mitchell,5190
Andy Mitchell,3462
Linda Marlene Eales,4080
Linda Marlene Eales,3957
Andy Mitchell,5194
Ron Black,3787
Linda Marlene Eales,3580
Andy Mitchell,3681
Linda Marlene Eales,4735
Andy Mitchell,4233
Linda Marlene Eales,3529
OTHER,3856
OTHER,5234
OTHER,4827
Linda Marlene Eales,3718
Ron Black,3747
Ron Black,3372
Andy Mitchell,4175
Andy Mitchell,4420
Linda Marlene Eales,4064
Linda Marlene Eales,5178
OTHER,3739
Andy Mitchell,3440
Andy Mitchell,3510
OTHER,4013
Linda Marlene Eales,3782
Ron Black,4096
Ron Black,5258
Andy Mitchell,3496
Linda Marlene Eales,3540
OTHER,3797
Ron Black,3745
Andy Mitchell,4779
Linda Marlene Eales,5091
Ron Black,5299
Andy Mitchell,3724
Linda Marlene Eales,4938
Linda Marlene Eales,5046
Linda Marlene Eales,4683
Linda Marlene Eales,5142
Linda Marlene Eales,5352
Andy Mitchell,4028
Ron Black,4290
OTHER,4844
Ron Black,5155
Andy Mitchell,4254
Ron Black,3784
Ron Black,4594
Linda Marlene Eales,3504
OTHER,4735
OTHER,5135
Ron Black,3791
Ron Black,3695
Ron Black,4856
Linda Marlene Eales,5197
OTHER,3398
Linda Marlene Eales,5137
Linda Marlene Eales,3815
Linda Marlene Eales,4954
Linda Marlene Eales,3407
Linda Marlene Eales,4214
Andy Mitchell,4447
Linda Marlene Eales,3666
Linda Marlene Eales,3450
Ron Black,5170
Andy Mitchell,3773
Ron Black,3621
Linda Marlene Eales,5282
OTHER,3685
Linda Marlene Eales,4035
Andy Mitchell,3816
Ron Black,4230
Andy Mitchell,4996
Andy Mitchell,5074
Linda Marlene Eales,3358
Andy Mitchell,5180
OTHER,4330
Andy Mitchell,4711
Andy Mitchell,4213
Andy Mitchell,4640
OTHER,4160
Linda Marlene Eales,5354
OTHER,5242
Linda Marlene Eales,4009
Ron Black,4641
Ron Black,3820
Andy Mitchell,4766
OTHER,4703
Linda Marlene Eales,3403
Andy Mitchell,4278
Linda Marlene Eales,4479
Linda Marlene Eales,4101
Ron Black,5255
Linda Marlene Eales,3859
Ron Black,3855
Linda Marlene Eales,4227
Andy Mitchell,5052
Ron Black,4488
Linda Marlene Eales,4012
Andy Mitchell,4622
Linda Marlene Eales,3826
Andy Mitchell,5071
Ron Black,4986
Andy Mitchell,3894
Ron Black,4989
Andy Mitchell,4236
OTHER,5255
Linda Marlene Eales,4152
OTHER,3905
Linda Marlene Eales,4253
Andy Mitchell,3773
Andy Mitchell,3829
Andy Mitchell,4765
OTHER,4949
Andy Mitchell,3702
Andy Mitchell,5278
Linda Marlene Eales,3547
Ron Black,4066
Andy Mitchell,4070
Andy Mitchell,4574
OTHER,4705
Andy Mitchell,5024
Ron Black,4543
Andy Mitchell,4234
Andy Mitchell,3378
OTHER,4938
Andy Mitchell,4748
Andy Mitchell,4136
OTHER,4755
OTHER,3568
OTHER,3649
Andy Mitchell,3725
Andy Mitchell,4400
Ron Black,4364
Andy Mitchell,3552
OTHER,4953
OTHER,4292
Linda Marlene Eales,4339
Andy Mitchell,4399
Linda Marlene Eales,5145
OTHER,5092
Andy Mitchell,4581
Ron Black,4501
OTHER,4781
Ron Black,4401
Ron Black,3895
Ron Black,3554
Ron Black,4711
Linda Marlene Eales,3456
Ron Black,4998
Andy Mitchell,3951
Andy Mitchell,5167
Linda Marlene Eales,3406
OTHER,4754
Linda Marlene Eales,4836
Linda Marlene Eales,5174
OTHER,5102
Andy Mitchell,5222
OTHER,4538
Ron Black,3387
Ron Black,4335
Ron Black,3387
Andy Mitchell,3938
OTHER,4241
Linda Marlene Eales,3980
Ron Black,4658
OTHER,5233
OTHER,3538
OTHER,4883
OTHER,4383
OTHER,4410
Andy Mitchell,3445
OTHER,4642
Linda Marlene Eales,4529
Linda Marlene Eales,5015
Ron Black,3945
Andy Mitchell,4006
OTHER,5183
Andy Mitchell,4121
Ron Black,3465
Linda Marlene Eales,4822
OTHER,4549
Andy Mitchell,5287
OTHER,4121
OTHER,5308
Linda Marlene Eales,3888
Ron Black,5263
OTHER,4234
OTHER,5243
Andy Mitchell,4066
Andy Mitchell,4335
OTHER,3638
Linda Marlene Eales,4191
OTHER,3743
Linda Marlene Eales,4032
Andy Mitchell,3440
OTHER,3467
Ron Black,4385
Linda Marlene Eales,4258
Linda Marlene Eales,4133
Linda Marlene Eales,3773
Linda Marlene Eales,5102
Linda Marlene Eales,4013
OTHER,5262
Andy Mitchell,4167
Andy Mitchell,4193
Ron Black,4269
Linda Marlene Eales,4038
Linda Marlene Eales,3974
Andy Mitchell,4668
Linda Marlene Eales,5104
Ron Black,3386
OTHER,5099
Andy Mitchell,4433
Andy Mitchell,5004
Linda Marlene Eales,4613
Linda Marlene Eales,5296
Linda Marlene Eales,4525
Linda Marlene Eales,3588
OTHER,4079
Linda Marlene Eales,4335
OTHER,4812
Ron Black,3842
Linda Marlene Eales,4935
Linda Marlene Eales,4392
Linda Marlene Eales,4598
Linda Marlene Eales,5208
Andy Mitchell,3593
OTHER,3561
OTHER,3580
Ron Black,4254
Ron Black,4441
Ron Black,4665
Ron Black,4457
Andy Mitchell,4652
Ron Black,5197
Linda Marlene Eales,3425
Andy Mitchell,4821
Ron Black,3457
Ron Black,4875
OTHER,4361
OTHER,3865
OTHER,4353
OTHER,3399
Andy Mitchell,4158
Linda Marlene Eales,3995
Linda Marlene Eales,3961
Linda Marlene Eales,4128
Andy Mitchell,3932
Ron Black,4132
OTHER,4688
Ron Black,5232
OTHER,5274
Andy Mitchell,4654
OTHER,3388
Linda Marlene Eales,5085
Ron Black,4371
Linda Marlene Eales,5176
Linda Marlene Eales,4399
OTHER,3440
Ron Black,5209
Linda Marlene Eales,3478
Ron Black,4479
Linda Marlene Eales,4425
OTHER,4105
OTHER,4464
Linda Marlene Eales,4897
OTHER,5219
Linda Marlene Eales,3785
Ron Black,3537
Linda Marlene Eales,4496
Ron Black,3616
Andy Mitchell,3750
Andy Mitchell,3798
OTHER,4384
Linda Marlene Eales,3800
OTHER,3645
Linda Marlene Eales,4784
Ron Black,3467
OTHER,3842
Linda Marlene Eales,3620
Andy Mitchell,4067
Linda Marlene Eales,5348
Andy Mitchell,3889
OTHER,4702
Ron Black,4295
OTHER,4828
Ron Black,4082
Ron Black,4858
Linda Marlene Eales,3454
Linda Marlene Eales,4121
Andy Mitchell,5149
Ron Black,4942
Ron Black,4038
OTHER,3919
Linda Marlene Eales,3465
Andy Mitchell,4112
OTHER,3502
Ron Black,3467
OTHER,3983
Andy Mitchell,4087
Ron Black,4734
Ron Black,4108
Linda Marlene Eales,4734
Andy Mitchell,4792
Linda Marlene Eales,4475
Linda Marlene Eales,5219
OTHER,5002
Andy Mitchell,3485
Ron Black,4607
Ron Black,4200
Andy Mitchell,3897
Ron Black,4508
Ron Black,3637
Ron Black,3587
Ron Black,3473
OTHER,4929
OTHER,5186
Linda Marlene Eales,5027
Ron Black,5075
Andy Mitchell,3654
Ron Black,4091
Ron Black,4993
Ron Black,3961
Linda Marlene Eales,5075
Andy Mitchell,4768
Ron Black,3836
Ron Black,4514
Linda Marlene Eales,3616
Andy Mitchell,4091
Andy Mitchell,3404
Andy Mitchell,3863
Andy Mitchell,4443
Linda Marlene Eales,4135
Ron Black,4723
Andy Mitchell,4681
Linda Marlene Eales,5021
Ron Black,4934
OTHER,4383
Andy Mitchell,5329
OTHER,3529
Linda Marlene Eales,5193
Ron Black,4964
OTHER,3682
Ron Black,3661
OTHER,3618
OTHER,3715
Andy Mitchell,4391
OTHER,4808
Andy Mitchell,4727
Linda Marlene Eales,4428
Linda Marlene Eales,3453
Linda Marlene Eales,4516
Ron Black,3600
Andy Mitchell,4131
Ron Black,5019
Ron Black,3518
Ron Black,5155
Ron Black,4010
Linda Marlene Eales,3901
Andy Mitchell,4094
Linda Marlene Eales,4374
OTHER,5011
Andy Mitchell,5240
OTHER,3651
Andy Mitchell,4581
Linda Marlene Eales,4110
Linda Marlene Eales,4199
Ron Black,4655
Ron Black,4548
Ron Black,5262
OTHER,3460
Andy Mitchell,4488
OTHER,4696
Andy Mitchell,5276
OTHER,3759
Ron Black,3603
Ron Black,4557
Ron Black,3909
Ron Black,3645
Ron Black,3891
Linda Marlene Eales,3748
Linda Marlene Eales,3925
Andy Mitchell,4175
Linda Marlene Eales,5204
Andy Mitchell,4582
Ron Black,3357
OTHER,4406
OTHER,4667
OTHER,3747
Linda Marlene Eales,4012
Linda Marlene Eales,4803
Andy Mitchell,3793
Linda Marlene Eales,3434
Andy Mitchell,3994
OTHER,4355
OTHER,4114
Ron Black,4473
OTHER,3705
Linda Marlene Eales,3792
OTHER,4306
Linda Marlene Eales,4201
OTHER,5263
Linda Marlene Eales,5246
Ron Black,3462
Ron Black,3486
OTHER,4481
Ron Black,3356
Andy Mitchell,4176
Andy Mitchell,4480
OTHER,5274
Ron Black,3450
Ron Black,4935
OTHER,4664
Linda Marlene Eales,5170
Linda Marlene Eales,3555
Ron Black,3633
Ron Black,4582
Linda Marlene Eales,4737
Andy Mitchell,4675
Andy Mitchell,3500
Andy Mitchell,4392
Ron Black,5232
Ron Black,4943
Ron Black,4530
Ron Black,3827
Ron Black,5317
OTHER,3876
Ron Black,3482
OTHER,3821
Linda Marlene Eales,3520
Andy Mitchell,4622
Ron Black,4058
OTHER,3979
Linda Marlene Eales,5168
Linda Marlene Eales,3903
Linda Marlene Eales,3584
Linda Marlene Eales,5348
OTHER,4705
Andy Mitchell,3900
Ron Black,4160
Ron Black,3641
Andy Mitchell,3943
Ron Black,4485
Ron Black,4154
Linda Marlene Eales,4272
Linda Marlene Eales,3819
Linda Marlene Eales,4680
Andy Mitchell,4124
OTHER,4948
Linda Marlene Eales,5354
OTHER,3937
Ron Black,5276
OTHER,3589
Linda Marlene Eales,4023
OTHER,4911
Andy Mitchell,4912
Andy Mitchell,4456
OTHER,5148
Andy Mitchell,3763
OTHER,3517
Ron Black,4345
Linda Marlene Eales,5056
OTHER,4050
Ron Black,3834
Ron Black,3443
Linda Marlene Eales,3934
Ron Black,4208
Ron Black,4175
Andy Mitchell,4608
Linda Marlene Eales,3905
OTHER,4679
Linda Marlene Eales,4237
Linda Marlene Eales,4166
Ron Black,4022
Linda Marlene Eales,4079
Andy Mitchell,4890
Linda Marlene Eales,4497
Linda Marlene Eales,4843
OTHER,5146
Andy Mitchell,5102
Ron Black,4627
OTHER,3586
OTHER,3365
Linda Marlene Eales,4482
Andy Mitchell,5091
Andy Mitchell,4032
Andy Mitchell,3469
Andy Mitchell,4448
Andy Mitchell,3658
Linda Marlene Eales,5293
Andy Mitchell,3812
OTHER,4497
Ron Black,5045
Andy Mitchell,4538
Linda Marlene Eales,3359
OTHER,4715
Ron Black,4578
Andy Mitchell,4375
Linda Marlene Eales,4170
Ron Black,5247
OTHER,3798
OTHER,3846
Ron Black,3855
OTHER,4659
OTHER,5174
Ron Black,4829
OTHER,3399
Linda Marlene Eales,4101
OTHER,3837
Ron Black,4781
Andy Mitchell,4092
Andy Mitchell,4769
Ron Black,3714
OTHER,4910
Andy Mitchell,5113
OTHER,4554
OTHER,4083
Andy Mitchell,4728
Andy Mitchell,3441
Andy Mitchell,3647
Ron Black,3515
OTHER,5245
OTHER,4458
Ron Black,3370
OTHER,3456
OTHER,4081
Linda Marlene Eales,4685
Ron Black,3873
Linda Marlene Eales,4420
Andy Mitchell,4697
Ron Black,4821
Andy Mitchell,3487
Andy Mitchell,4197
Andy Mitchell,4495
Andy Mitchell,4204
Linda Marlene Eales,4262
Andy Mitchell,4005
OTHER,4407
Ron Black,4029
Ron Black,3957
Ron Black,4044
Andy Mitchell,3690
Linda Marlene Eales,4417
Linda Marlene Eales,5107
Ron Black,4782
Andy Mitchell,5149
Andy Mitchell,4699
OTHER,4376
Andy Mitchell,3617
OTHER,5251
Ron Black,3523
Ron Black,4705
OTHER,3577
OTHER,5094
Ron Black,3964
Ron Black,3974
OTHER,4787
Linda Marlene Eales,4380
Andy Mitchell,4066
Linda Marlene Eales,3454
Ron Black,4583
OTHER,3842
Andy Mitchell,3777
Andy Mitchell,5014
Andy Mitchell,4142
OTHER,4953
OTHER,4017
Ron Black,4164
Andy Mitchell,3859
Linda Marlene Eales,3865
Linda Marlene Eales,4271
Linda Marlene Eales,4436
Andy Mitchell,4272
Linda Marlene Eales,3698
OTHER,4328
Linda Marlene Eales,3751
Andy Mitchell,4365
Ron Black,4207
OTHER,3742
OTHER,3825
Linda Marlene Eales,3944
Ron Black,4113
Linda Marlene Eales,4847
OTHER,4967
Linda Marlene Eales,3870
Ron Black,3945
Linda Marlene Eales,4895
Andy Mitchell,4330
OTHER,4448
OTHER,4505
Andy Mitchell,4119
Ron Black,3814
OTHER,4930
OTHER,4673
Ron Black,3718
Linda Marlene Eales,3916
OTHER,3832
Linda Marlene Eales,4277
Linda Marlene Eales,3531
Linda Marlene Eales,4210
Ron Black,4646
Linda Marlene Eales,5149
OTHER,3924
Linda Marlene Eales,4808
Andy Mitchell,4924
Ron Black,4121
Andy Mitchell,3387
OTHER,5316
Linda Marlene Eales,4124
Linda Marlene Eales,4498
Andy Mitchell,4262
Linda Marlene Eales,3414
OTHER,3919
OTHER,3982
Ron Black,3942
Linda Marlene Eales,4992
Ron Black,3378
Linda Marlene Eales,4623
Ron Black,4575
OTHER,4981
OTHER,4902
OTHER,3672
Linda Marlene Eales,5334
Andy Mitchell,4543
Linda Marlene Eales,3883
OTHER,4930
Ron Black,4345
Linda Marlene Eales,3870
Ron Black,4181
OTHER,4624
Andy Mitchell,3779
Ron Black,4713
Linda Marlene Eales,4960
Linda Marlene Eales,3718
Ron Black,4614
Ron Black,4559
Ron Black,4822
Ron Black,4495
Linda Marlene Eales,3745
Andy Mitchell,3925
Andy Mitchell,4158
Ron Black,4920
Linda Marlene Eales,5017
Andy Mitchell,5027
Linda Marlene Eales,4374
Linda Marlene Eales,5001
Ron Black,4993
Linda Marlene Eales,5341
Andy Mitchell,4254
Ron Black,4426
OTHER,5006
Ron Black,4708
Linda Marlene Eales,3489
Linda Marlene Eales,4587
Andy Mitchell,5140
Ron Black,4729
Andy Mitchell,3779
Andy Mitchell,4025
Linda Marlene Eales,3638
Linda Marlene Eales,4859
Andy Mitchell,3794
Linda Marlene Eales,3836
Ron Black,5085
Andy Mitchell,3798
Linda Marlene Eales,4404
Ron Black,3992
Ron Black,4465
Ron Black,5074
Linda Marlene Eales,4752
Ron Black,5062
OTHER,3750
OTHER,4219
OTHER,4262
Ron Black,4598
OTHER,5065
Linda Marlene Eales,4789
Linda Marlene Eales,3626
OTHER,3585
Ron Black,4592
Ron Black,3740
OTHER,3572
Ron Black,3503
Linda Marlene Eales,4520
Ron Black,4877
Andy Mitchell,4747
Ron Black,4392
Andy Mitchell,5340
Andy Mitchell,5158
OTHER,3687
Ron Black,5008
Andy Mitchell,3348
Ron Black,4012
OTHER,4506
OTHER,4149
Ron Black,3694
OTHER,4805
Ron Black,4927
OTHER,4815
Ron Black,5005
Linda Marlene Eales,4332
Andy Mitchell,3807
Andy Mitchell,4605
Ron Black,3549
OTHER,4529
Andy Mitchell,4437
Andy Mitchell,4870
Ron Black,4786
Andy Mitchell,3567
Linda Marlene Eales,4274
OTHER,4428
Linda Marlene Eales,3488
OTHER,5160
Ron Black,4921
Linda Marlene Eales,4478
Andy Mitchell,5216
Andy Mitchell,5103
OTHER,3394
Ron Black,3550
Andy Mitchell,5052
Linda Marlene Eales,3917
Ron Black,4011
Ron Black,3713
OTHER,5223
Ron Black,3690
OTHER,5251
Linda Marlene Eales,4341
OTHER,5285
Ron Black,5301
OTHER,5293
Andy Mitchell,5333
OTHER,3406
OTHER,4225
Andy Mitchell,4672
OTHER,3905
OTHER,4749
Andy Mitchell,5109
OTHER,5175
Ron Black,4789
Andy Mitchell,3492
Andy Mitchell,4117
Linda Marlene Eales,4559
Linda Marlene Eales,4679
Linda Marlene Eales,4173
Linda Marlene Eales,5078
Linda Marlene Eales,4998
OTHER,4790
Ron Black,3759
OTHER,3680
Linda Marlene Eales,5259
Andy Mitchell,3988
Andy Mitchell,4942
OTHER,4068
OTHER,5053
OTHER,3722
Linda Marlene Eales,3654
Andy Mitchell,4204
Ron Black,5053
Linda Marlene Eales,4409
Andy Mitchell,4525
OTHER,4810
Linda Marlene Eales,5337
OTHER,4193
Ron Black,4754
Andy Mitchell,3350
Andy Mitchell,4865
Andy Mitchell,4192
Andy Mitchell,4943
Andy Mitchell,4818
Ron Black,3883
OTHER,4691
Andy Mitchell,3746
Linda Marlene Eales,4762
Linda Marlene Eales,5041
Linda Marlene Eales,4987
OTHER,4105
Ron Black,4514
Andy Mitchell,3861
Linda Marlene Eales,4109
Linda Marlene Eales,3948
Ron Black,4922
Linda Marlene Eales,3806
Ron Black,3637
OTHER,3362
OTHER,5289
Ron Black,4295
Linda Marlene Eales,4949
Linda Marlene Eales,3933
Andy Mitchell,3621
Andy Mitchell,3778
Andy Mitchell,5208
Ron Black,4920
Andy Mitchell,3505
OTHER,5021
Ron Black,4302
Linda Marlene Eales,4659
OTHER,3674
Andy Mitchell,5047
OTHER,4341
Andy Mitchell,3400
Andy Mitchell,3828
Andy Mitchell,3411
Ron Black,4348
Andy Mitchell,4076
Linda Marlene Eales,3850
Ron Black,4512
OTHER,5066
Linda Marlene Eales,5317
OTHER,4887
Andy Mitchell,3680
Andy Mitchell,4613
Linda Marlene Eales,3968
Linda Marlene Eales,4972
Ron Black,3616
OTHER,4530
Linda Marlene Eales,3799
Ron Black,3628
Ron Black,3359
OTHER,4141
Linda Marlene Eales,4517
Ron Black,4050
Andy Mitchell,3354
Andy Mitchell,4172
Linda Marlene Eales,3605
Andy Mitchell,3857
OTHER,5009
Linda Marlene Eales,5203
OTHER,4001
OTHER,4725
Andy Mitchell,3940
OTHER,3706
Ron Black,5165
Linda Marlene Eales,3458
OTHER,4832
Ron Black,4822
Ron Black,3607
Andy Mitchell,4107
OTHER,4144
Linda Marlene Eales,4279
Linda Marlene Eales,3642
Linda Marlene Eales,4929
Andy Mitchell,5179
OTHER,5225
Linda Marlene Eales,5305
OTHER,5168
Andy Mitchell,4202
Andy Mitchell,5291
Linda Marlene Eales,4989
Linda Marlene Eales,4611
Linda Marlene Eales,3518
Ron Black,3523
Andy Mitchell,4593
OTHER,4098
OTHER,4374
Linda Marlene Eales,5142
Andy Mitchell,4151
OTHER,4274
Andy Mitchell,5007
Ron Black,4666
Linda Marlene Eales,3684
Linda Marlene Eales,4704
Ron Black,4004
Ron Black,5228
Ron Black,5269
OTHER,4386
OTHER,5034
Andy Mitchell,4448
Linda Marlene Eales,4387
Andy Mitchell,4856
Andy Mitchell,3894
Ron Black,4022
Andy Mitchell,4660
Ron Black,4797
Ron Black,4789
Andy Mitchell,3532
Andy Mitchell,4105
Linda Marlene Eales,4944
Ron Black,3374
Ron Black,3391
Linda Marlene Eales,4862
Andy Mitchell,4215
Linda Marlene Eales,4403
OTHER,3997
Linda Marlene Eales,3621
Andy Mitchell,4318
Linda Marlene Eales,3980
Ron Black,5035
Linda Marlene Eales,4866
Andy Mitchell,4290
Ron Black,3467
OTHER,4557
OTHER,5203
OTHER,3702
OTHER,3598
Linda Marlene Eales,3469
Linda Marlene Eales,3517
Linda Marlene Eales,5212
OTHER,5201
Linda Marlene Eales,4038
OTHER,3707
Ron Black,4715
Ron Black,4584
Linda Marlene Eales,4983
Ron Black,3882
Linda Marlene Eales,4452
OTHER,3679
Linda Marlene Eales,4433
Ron Black,4958
Andy Mitchell,3868
Linda Marlene Eales,3761
Linda Marlene Eales,4959
Linda Marlene Eales,4446
Ron Black,5312
Linda Marlene Eales,4966
Ron Black,5180
Andy Mitchell,3731
Andy Mitchell,4121
OTHER,5169
Andy Mitchell,3757
OTHER,4367
Ron Black,5204
Andy Mitchell,4578
Ron Black,5269
OTHER,5176
OTHER,5033
OTHER,4056
Linda Marlene Eales,5147
Ron Black,4082
OTHER,3859
Andy Mitchell,4667
Ron Black,3881
OTHER,3344
Ron Black,3481
Ron Black,5005
Linda Marlene Eales,4649
OTHER,4447
Andy Mitchell,4018
Ron Black,4433
Andy Mitchell,4019
OTHER,4730
Ron Black,4901
Ron Black,3442
OTHER,4987
OTHER,3967
OTHER,3961
Andy Mitchell,3827
OTHER,4797
OTHER,3649
OTHER,3988
Linda Marlene Eales,5080
Ron Black,4483
Linda Marlene Eales,3561
OTHER,3675
Ron Black,4398
Ron Black,4786
OTHER,5126
Ron Black,3522
OTHER,5274
Ron Black,4832
Ron Black,3876
Linda Marlene Eales,4594
Ron Black,4252
Ron Black,3699
Linda Marlene Eales,3949
OTHER,3685
Ron Black,4663
Ron Black,4093
Linda Marlene Eales,3665
Ron Black,5180
Ron Black,5223
Andy Mitchell,3902
Linda Marlene Eales,4848
Linda Marlene Eales,4991
Andy Mitchell,3754
Ron Black,4443
Andy Mitchell,3781
Andy Mitchell,3374
Ron Black,4844
Linda Marlene Eales,4829
