,mayor,byte_length
3133,ZABSTAIN,5149
3134,Ron Black,5149
3135,Linda Marlene Eales,5149
3136,Andy Mitchell,5148
3137,ZABSTAIN,5148
3138,ZABSTAIN,5148
3139,Linda Marlene Eales,5148
3140,ZABSTAIN,5148
3141,Ron Black,5148
3142,ZABSTAIN,5148
3143,Linda Marlene Eales,5148
3144,Andy Mitchell,5148
3145,Linda Marlene Eales,5148
3146,Ron Black,5148
3147,Linda Marlene Eales,5147
3148,Linda Marlene Eales,5147
3149,Andy Mitchell,5147
3150,Ron Black,5147
3151,ZABSTAIN,5147
3152,ZABSTAIN,5147
3153,Ron Black,5147
3154,Ron Black,5147
3155,ZABSTAIN,5147
3156,ZABSTAIN,5147
3157,Linda Marlene Eales,5147
3158,ZABSTAIN,5147
3159,Andy Mitchell,5147
3160,Linda Marlene Eales,5147
3161,Andy Mitchell,5147
3162,ZABSTAIN,5146
3163,ZABSTAIN,5146
3164,Linda Marlene Eales,5146
3165,Andy Mitchell,5146
3166,ZABSTAIN,5146
3167,ZABSTAIN,5146
3168,Andy Mitchell,5146
3169,Linda Marlene Eales,5146
3170,ZABSTAIN,5146
3171,Linda Marlene Eales,5146
3172,ZABSTAIN,5146
3173,ZABSTAIN,5146
3174,ZABSTAIN,5146
3175,ZABSTAIN,5146
3176,Ron Black,5146
3177,Andy Mitchell,5146
3178,Andy Mitchell,5146
3179,Ron Black,5145
3180,Andy Mitchell,5145
3181,Andy Mitchell,5145
3182,Andy Mitchell,5145
3183,Ron Black,5145
3184,ZABSTAIN,5145
3185,Andy Mitchell,5145
3186,Ron Black,5145
3187,Ron Black,5145
3188,Andy Mitchell,5145
3189,Ron Black,5145
3190,Ron Black,5145
3191,Andy Mitchell,5145
3192,Andy Mitchell,5145
3193,ZABSTAIN,5145
3194,Linda Marlene Eales,5145
3195,Andy Mitchell,5145
3196,Ron Black,5145
3197,Ron Black,5145
3198,Ron Black,5144
3199,Linda Marlene Eales,5144
3200,Andy Mitchell,5144
3201,ZABSTAIN,5144
3202,Ron Black,5144
3203,Linda Marlene Eales,5144
3204,Linda Marlene Eales,5144
3205,Ron Black,5144
3206,ZABSTAIN,5144
3207,Linda Marlene Eales,5144
3208,ZABSTAIN,5144
3209,Linda Marlene Eales,5144
3210,Linda Marlene Eales,5144
3211,ZABSTAIN,5144
3212,ZABSTAIN,5144
3213,Ron Black,5143
3214,Ron Black,5143
3215,Ron Black,5143
3216,ZABSTAIN,5143
3217,Andy Mitchell,5143
3218,Linda Marlene Eales,5143
3219,Linda Marlene Eales,5143
3220,ZABSTAIN,5143
3221,Andy Mitchell,5143
3222,Linda Marlene Eales,5143
3223,Linda Marlene Eales,5143
3224,ZABSTAIN,5143
3225,Andy Mitchell,5143
3226,Linda Marlene Eales,5143
3227,Andy Mitchell,5143
3228,Andy Mitchell,5143
3229,Ron Black,5143
3230,Ron Black,5143
3231,Ron Black,5143
3232,Linda Marlene Eales,5143
3233,Linda Marlene Eales,5143
3234,Linda Marlene Eales,5143
3235,Andy Mitchell,5142
3236,Linda Marlene Eales,5142
3237,Linda Marlene Eales,5142
3238,ZABSTAIN,5142
3239,Andy Mitchell,5142
3240,Andy Mitchell,5142
3241,ZABSTAIN,5142
3242,Linda Marlene Eales,5142
3243,Andy Mitchell,5142
3244,Ron Black,5142
3245,Linda Marlene Eales,5142
3246,Andy Mitchell,5142
3247,Andy Mitchell,5142
3248,Andy Mitchell,5142
3249,Ron Black,5142
3250,ZABSTAIN,5141
3251,Ron Black,5141
3252,Andy Mitchell,5141
3253,Ron Black,5141
3254,Linda Marlene Eales,5141
3255,Andy Mitchell,5141
3256,Linda Marlene Eales,5141
3257,ZABSTAIN,5141
3258,Andy Mitchell,5141
3259,Linda Marlene Eales,5141
3260,Ron Black,5141
3261,ZABSTAIN,5141
3262,Andy Mitchell,5141
3263,Linda Marlene Eales,5141
3264,ZABSTAIN,5141
3265,Ron Black,5141
3266,ZABSTAIN,5141
3267,Linda Marlene Eales,5140
3268,Ron Black,5140
3269,Andy Mitchell,5140
3270,Andy Mitchell,5140
3271,Linda Marlene Eales,5140
3272,Ron Black,5140
3273,Ron Black,5140
3274,Linda Marlene Eales,5140
3275,Andy Mitchell,5140
3276,ZABSTAIN,5140
3277,ZABSTAIN,5140
3278,ZABSTAIN,5140
3279,Linda Marlene Eales,5140
3280,Ron Black,5140
3281,Linda Marlene Eales,5140
3282,ZABSTAIN,5140
3283,Linda Marlene Eales,5140
3284,Ron Black,5140
3285,Ron Black,5140
3286,Ron Black,5140
3287,Ron Black,5139
3288,Andy Mitchell,5139
3289,Andy Mitchell,5139
3290,Andy Mitchell,5139
3291,Ron Black,5139
3292,Ron Black,5139
3293,Andy Mitchell,5139
3294,Andy Mitchell,5139
3295,Linda Marlene Eales,5139
3296,Linda Marlene Eales,5139
3297,ZABSTAIN,5139
3298,ZABSTAIN,5139
3299,Andy Mitchell,5139
3300,Linda Marlene Eales,5138
3301,ZABSTAIN,5138
3302,Andy Mitchell,5138
3303,ZABSTAIN,5138
3304,ZABSTAIN,5138
3305,Ron Black,5138
3306,Andy Mitchell,5138
3307,Linda Marlene Eales,5138
3308,ZABSTAIN,5138
3309,Linda Marlene Eales,5138
3310,Ron Black,5138
3311,Linda Marlene Eales,5138
3312,Ron Black,5138
3313,Ron Black,5138
3314,Andy Mitchell,5138
3315,Andy Mitchell,5138
3316,Ron Black,5138
3317,Linda Marlene Eales,5138
3318,Linda Marlene Eales,5138
3319,Linda Marlene Eales,5138
3320,Andy Mitchell,5138
3321,ZABSTAIN,5138
3322,ZABSTAIN,5137
3323,Andy Mitchell,5137
3324,Linda Marlene Eales,5137
3325,Andy Mitchell,5137
3326,ZABSTAIN,5137
3327,Ron Black,5137
3328,Ron Black,5137
3329,Ron Black,5137
3330,Linda Marlene Eales,5137
3331,ZABSTAIN,5137
3332,ZABSTAIN,5137
3333,Andy Mitchell,5136
3334,Andy Mitchell,5136
3335,ZABSTAIN,5136
3336,Ron Black,5136
3337,Ron Black,5136
3338,Linda Marlene Eales,5136
3339,Andy Mitchell,5136
3340,ZABSTAIN,5136
3341,Ron Black,5136
3342,Ron Black,5136
3343,ZABSTAIN,5136
3344,Linda Marlene Eales,5136
3345,Ron Black,5135
3346,ZABSTAIN,5135
3347,Ron Black,5135
3348,Andy Mitchell,5135
3349,ZABSTAIN,5135
3350,Andy Mitchell,5135
3351,Andy Mitchell,5135
3352,ZABSTAIN,5135
3353,Linda Marlene Eales,5135
3354,Ron Black,5135
3355,Andy Mitchell,5135
3356,Linda Marlene Eales,5135
3357,Ron Black,5135
3358,Linda Marlene Eales,5135
3359,Ron Black,5135
3360,Ron Black,5135
3361,Linda Marlene Eales,5135
3362,Ron Black,5135
3363,Linda Marlene Eales,5134
3364,Andy Mitchell,5134
3365,Ron Black,5134
3366,ZABSTAIN,5134
3367,Andy Mitchell,5134
3368,Linda Marlene Eales,5134
3369,Andy Mitchell,5134
3370,Andy Mitchell,5134
3371,Linda Marlene Eales,5134
3372,ZABSTAIN,5134
3373,Linda Marlene Eales,5134
3374,ZABSTAIN,5134
3375,Andy Mitchell,5133
3376,Ron Black,5133
3377,Linda Marlene Eales,5133
3378,Ron Black,5133
3379,Linda Marlene Eales,5133
3380,Andy Mitchell,5133
3381,Linda Marlene Eales,5133
3382,Linda Marlene Eales,5133
3383,Andy Mitchell,5133
3384,ZABSTAIN,5133
3385,Linda Marlene Eales,5133
3386,Ron Black,5133
3387,ZABSTAIN,5133
3388,Andy Mitchell,5133
3389,ZABSTAIN,5133
3390,Andy Mitchell,5133
3391,Andy Mitchell,5133
3392,Linda Marlene Eales,5133
3393,Andy Mitchell,5133
3394,Andy Mitchell,5133
3395,Linda Marlene Eales,5133
3396,Andy Mitchell,5133
3397,Linda Marlene Eales,5133
3398,Linda Marlene Eales,5132
3399,ZABSTAIN,5132
3400,Ron Black,5132
3401,Andy Mitchell,5132
3402,Andy Mitchell,5132
3403,Ron Black,5132
3404,Ron Black,5132
3405,Ron Black,5132
3406,Linda Marlene Eales,5132
3407,Andy Mitchell,5132
3408,ZABSTAIN,5132
3409,Ron Black,5132
3410,Linda Marlene Eales,5131
3411,Linda Marlene Eales,5131
3412,Ron Black,5131
3413,Ron Black,5131
3414,Linda Marlene Eales,5131
3415,Andy Mitchell,5131
3416,Ron Black,5131
3417,Ron Black,5131
3418,Ron Black,5131
3419,Ron Black,5131
3420,Andy Mitchell,5131
3421,Andy Mitchell,5131
3422,Linda Marlene Eales,5131
3423,Linda Marlene Eales,5130
3424,Andy Mitchell,5130
3425,Ron Black,5130
3426,Linda Marlene Eales,5130
3427,Linda Marlene Eales,5130
3428,Andy Mitchell,5130
3429,ZABSTAIN,5130
3430,Andy Mitchell,5130
3431,Linda Marlene Eales,5130
3432,Ron Black,5130
3433,Linda Marlene Eales,5130
3434,Ron Black,5130
3435,ZABSTAIN,5130
3436,Ron Black,5130
3437,Andy Mitchell,5130
3438,Andy Mitchell,5129
3439,Ron Black,5129
3440,ZABSTAIN,5129
3441,Ron Black,5129
3442,Andy Mitchell,5129
3443,ZABSTAIN,5129
3444,Ron Black,5129
3445,ZABSTAIN,5129
3446,ZABSTAIN,5129
3447,Linda Marlene Eales,5129
3448,Ron Black,5129
3449,ZABSTAIN,5129
3450,ZABSTAIN,5128
3451,Linda Marlene Eales,5128
3452,Linda Marlene Eales,5128
3453,ZABSTAIN,5128
3454,ZABSTAIN,5128
3455,Ron Black,5128
3456,ZABSTAIN,5128
3457,ZABSTAIN,5128
3458,Ron Black,5128
3459,Linda Marlene Eales,5128
3460,Ron Black,5128
3461,Linda Marlene Eales,5128
3462,Ron Black,5128
3463,Andy Mitchell,5128
3464,Andy Mitchell,5128
3465,Andy Mitchell,5128
3466,ZABSTAIN,5128
3467,Ron Black,5128
3468,ZABSTAIN,5128
3469,Ron Black,5128
3470,Linda Marlene Eales,5127
3471,ZABSTAIN,5127
3472,Andy Mitchell,5127
3473,Linda Marlene Eales,5127
3474,ZABSTAIN,5127
3475,Linda Marlene Eales,5127
3476,Linda Marlene Eales,5127
3477,Ron Black,5127
3478,Andy Mitchell,5127
3479,Ron Black,5127
3480,Andy Mitchell,5127
3481,Linda Marlene Eales,5127
3482,ZABSTAIN,5127
3483,Andy Mitchell,5127
3484,Linda Marlene Eales,5126
3485,Andy Mitchell,5126
3486,ZABSTAIN,5126
3487,Ron Black,5126
3488,Ron Black,5126
3489,Ron Black,5126
3490,ZABSTAIN,5126
3491,Linda Marlene Eales,5126
3492,ZABSTAIN,5126
3493,Linda Marlene Eales,5126
3494,Ron Black,5126
3495,ZABSTAIN,5126
3496,ZABSTAIN,5126
3497,Linda Marlene Eales,5126
3498,ZABSTAIN,5126
3499,Ron Black,5126
3500,ZABSTAIN,5126
3501,Andy Mitchell,5126
3502,ZABSTAIN,5126
3503,Linda Marlene Eales,5126
3504,ZABSTAIN,5126
3505,ZABSTAIN,5126
3506,Linda Marlene Eales,5126
3507,Linda Marlene Eales,5126
3508,Andy Mitchell,5126
3509,Andy Mitchell,5125
3510,Ron Black,5125
3511,Linda Marlene Eales,5125
3512,Linda Marlene Eales,5125
3513,Ron Black,5125
3514,Linda Marlene Eales,5125
3515,Linda Marlene Eales,5125
3516,Linda Marlene Eales,5125
3517,Linda Marlene Eales,5125
3518,Ron Black,5125
3519,Ron Black,5125
3520,Andy Mitchell,5125
3521,Ron Black,5125
3522,Andy Mitchell,5125
3523,ZABSTAIN,5125
3524,Andy Mitchell,5125
3525,Linda Marlene Eales,5125
3526,Ron Black,5125
3527,ZABSTAIN,5124
3528,Ron Black,5124
3529,Ron Black,5124
3530,Ron Black,5124
3531,ZABSTAIN,5124
3532,ZABSTAIN,5124
3533,ZABSTAIN,5124
3534,Ron Black,5124
3535,ZABSTAIN,5124
3536,Andy Mitchell,5124
3537,ZABSTAIN,5124
3538,Ron Black,5124
3539,Linda Marlene Eales,5124
3540,Andy Mitchell,5124
3541,Ron Black,5124
3542,ZABSTAIN,5124
3543,Andy Mitchell,5124
3544,Andy Mitchell,5124
3545,Andy Mitchell,5124
3546,Ron Black,5124
3547,Linda Marlene Eales,5124
3548,Andy Mitchell,5123
3549,Linda Marlene Eales,5123
3550,Linda Marlene Eales,5123
3551,ZABSTAIN,5123
3552,Linda Marlene Eales,5123
3553,ZABSTAIN,5123
3554,ZABSTAIN,5123
3555,ZABSTAIN,5123
3556,Linda Marlene Eales,5123
3557,Andy Mitchell,5123
3558,Ron Black,5123
3559,Andy Mitchell,5123
3560,ZABSTAIN,5123
3561,Andy Mitchell,5123
3562,Ron Black,5123
3563,Linda Marlene Eales,5122
3564,Linda Marlene Eales,5122
3565,ZABSTAIN,5122
3566,Ron Black,5122
3567,Linda Marlene Eales,5122
3568,ZABSTAIN,5122
3569,ZABSTAIN,5122
3570,ZABSTAIN,5122
3571,Linda Marlene Eales,5122
3572,Linda Marlene Eales,5122
3573,ZABSTAIN,5122
3574,Ron Black,5122
3575,Ron Black,5122
3576,Ron Black,5122
3577,Ron Black,5122
3578,Andy Mitchell,5122
3579,Linda Marlene Eales,5122
3580,Andy Mitchell,5122
3581,Ron Black,5122
3582,Linda Marlene Eales,5122
3583,Linda Marlene Eales,5122
3584,ZABSTAIN,5121
3585,Ron Black,5121
3586,Ron Black,5121
3587,ZABSTAIN,5121
3588,Andy Mitchell,5121
3589,ZABSTAIN,5121
3590,Ron Black,5121
3591,ZABSTAIN,5121
3592,Linda Marlene Eales,5121
3593,Linda Marlene Eales,5121
3594,Ron Black,5121
3595,Andy Mitchell,5121
3596,Andy Mitchell,5121
3597,Ron Black,5120
3598,ZABSTAIN,5120
3599,Linda Marlene Eales,5120
3600,Linda Marlene Eales,5120
3601,Andy Mitchell,5120
3602,Ron Black,5120
3603,Linda Marlene Eales,5120
3604,Ron Black,5120
3605,Andy Mitchell,5120
3606,Andy Mitchell,5120
3607,ZABSTAIN,5119
3608,Ron Black,5119
3609,Linda Marlene Eales,5119
3610,Ron Black,5119
3611,Ron Black,5119
3612,Andy Mitchell,5119
3613,Linda Marlene Eales,5119
3614,Andy Mitchell,5119
3615,ZABSTAIN,5119
3616,Andy Mitchell,5119
3617,Linda Marlene Eales,5119
3618,ZABSTAIN,5119
3619,Andy Mitchell,5119
3620,ZABSTAIN,5119
3621,Ron Black,5119
3622,Andy Mitchell,5119
3623,Linda Marlene Eales,5119
3624,ZABSTAIN,5119
3625,Andy Mitchell,5119
3626,Linda Marlene Eales,5119
3627,Andy Mitchell,5118
3628,Andy Mitchell,5118
3629,ZABSTAIN,5118
3630,Ron Black,5118
3631,Andy Mitchell,5118
3632,ZABSTAIN,5118
3633,ZABSTAIN,5118
3634,Andy Mitchell,5118
3635,Andy Mitchell,5118
3636,Ron Black,5118
3637,Linda Marlene Eales,5118
3638,Ron Black,5118
3639,Ron Black,5118
3640,ZABSTAIN,5118
3641,Ron Black,5118
3642,Andy Mitchell,5118
3643,Linda Marlene Eales,5118
3644,Andy Mitchell,5118
3645,Linda Marlene Eales,5118
3646,Linda Marlene Eales,5118
3647,Ron Black,5118
3648,Linda Marlene Eales,5118
3649,Ron Black,5118
3650,Andy Mitchell,5117
3651,Andy Mitchell,5117
3652,ZABSTAIN,5117
3653,Linda Marlene Eales,5117
3654,ZABSTAIN,5117
3655,Linda Marlene Eales,5117
3656,Andy Mitchell,5117
3657,ZABSTAIN,5117
3658,Ron Black,5117
3659,ZABSTAIN,5117
3660,Linda Marlene Eales,5117
3661,Linda Marlene Eales,5117
3662,Ron Black,5117
3663,Linda Marlene Eales,5117
3664,Ron Black,5117
3665,ZABSTAIN,5116
3666,ZABSTAIN,5116
3667,ZABSTAIN,5116
3668,ZABSTAIN,5116
3669,Linda Marlene Eales,5116
3670,Andy Mitchell,5116
3671,ZABSTAIN,5116
3672,ZABSTAIN,5116
3673,Linda Marlene Eales,5116
3674,Linda Marlene Eales,5116
3675,Andy Mitchell,5116
3676,Andy Mitchell,5116
3677,Linda Marlene Eales,5116
3678,Linda Marlene Eales,5116
3679,ZABSTAIN,5116
3680,Andy Mitchell,5116
3681,ZABSTAIN,5116
3682,ZABSTAIN,5116
3683,ZABSTAIN,5115
3684,Ron Black,5115
3685,Linda Marlene Eales,5115
3686,ZABSTAIN,5115
3687,Linda Marlene Eales,5115
3688,ZABSTAIN,5115
3689,ZABSTAIN,5115
3690,ZABSTAIN,5115
3691,Andy Mitchell,5115
3692,Linda Marlene Eales,5115
3693,Linda Marlene Eales,5115
3694,Ron Black,5115
3695,ZABSTAIN,5115
3696,Andy Mitchell,5115
3697,ZABSTAIN,5115
3698,Ron Black,5115
3699,Linda Marlene Eales,5115
3700,Linda Marlene Eales,5115
3701,Andy Mitchell,5115
3702,Linda Marlene Eales,5115
3703,Linda Marlene Eales,5114
3704,Ron Black,5114
3705,Ron Black,5114
3706,Ron Black,5114
3707,ZABSTAIN,5114
3708,ZABSTAIN,5114
3709,Andy Mitchell,5114
3710,Andy Mitchell,5114
3711,Andy Mitchell,5114
3712,Andy Mitchell,5114
3713,ZABSTAIN,5114
3714,Ron Black,5114
3715,ZABSTAIN,5114
3716,Ron Black,5114
3717,Linda Marlene Eales,5114
3718,ZABSTAIN,5114
3719,Andy Mitchell,5114
3720,Andy Mitchell,5114
3721,Ron Black,5114
3722,Linda Marlene Eales,5114
3723,ZABSTAIN,5114
3724,Linda Marlene Eales,5114
3725,Andy Mitchell,5114
3726,Andy Mitchell,5114
3727,ZABSTAIN,5114
3728,Ron Black,5114
3729,Linda Marlene Eales,5114
3730,ZABSTAIN,5114
3731,Linda Marlene Eales,5113
3732,Andy Mitchell,5113
3733,Linda Marlene Eales,5113
3734,Ron Black,5113
3735,ZABSTAIN,5113
3736,Ron Black,5113
3737,Ron Black,5113
3738,Andy Mitchell,5113
3739,Linda Marlene Eales,5113
3740,Andy Mitchell,5113
3741,Linda Marlene Eales,5113
3742,Andy Mitchell,5113
3743,Linda Marlene Eales,5113
3744,ZABSTAIN,5112
3745,Ron Black,5112
3746,Andy Mitchell,5112
3747,ZABSTAIN,5112
3748,Linda Marlene Eales,5112
3749,Linda Marlene Eales,5112
3750,Ron Black,5112
3751,Linda Marlene Eales,5112
3752,Ron Black,5112
3753,ZABSTAIN,5112
3754,Ron Black,5112
3755,ZABSTAIN,5112
3756,Andy Mitchell,5112
3757,Andy Mitchell,5111
3758,ZABSTAIN,5111
3759,Linda Marlene Eales,5111
3760,Linda Marlene Eales,5111
3761,Linda Marlene Eales,5111
3762,Ron Black,5111
3763,Andy Mitchell,5111
3764,Andy Mitchell,5111
3765,Andy Mitchell,5111
3766,Ron Black,5111
3767,ZABSTAIN,5111
3768,ZABSTAIN,5111
3769,Ron Black,5111
3770,Ron Black,5111
3771,Andy Mitchell,5110
3772,ZABSTAIN,5110
3773,Linda Marlene Eales,5110
3774,ZABSTAIN,5110
3775,Linda Marlene Eales,5110
3776,Andy Mitchell,5110
3777,Linda Marlene Eales,5110
3778,Linda Marlene Eales,5110
3779,Linda Marlene Eales,5110
3780,Linda Marlene Eales,5110
3781,ZABSTAIN,5110
3782,Andy Mitchell,5110
3783,Linda Marlene Eales,5110
3784,Linda Marlene Eales,5109
3785,Ron Black,5109
3786,ZABSTAIN,5109
3787,Ron Black,5109
3788,Andy Mitchell,5109
3789,Ron Black,5109
3790,ZABSTAIN,5109
3791,Andy Mitchell,5109
3792,ZABSTAIN,5109
3793,Linda Marlene Eales,5109
3794,ZABSTAIN,5108
3795,Andy Mitchell,5108
3796,Ron Black,5108
3797,Linda Marlene Eales,5108
3798,ZABSTAIN,5108
3799,ZABSTAIN,5108
3800,Andy Mitchell,5108
3801,Ron Black,5108
3802,Andy Mitchell,5108
3803,ZABSTAIN,5108
3804,Ron Black,5108
3805,ZABSTAIN,5108
3806,Linda Marlene Eales,5107
3807,Ron Black,5107
3808,Andy Mitchell,5107
3809,Linda Marlene Eales,5107
3810,Linda Marlene Eales,5107
3811,ZABSTAIN,5107
3812,Ron Black,5107
3813,Linda Marlene Eales,5107
3814,ZABSTAIN,5107
3815,Andy Mitchell,5107
3816,Andy Mitchell,5107
3817,Ron Black,5107
3818,Andy Mitchell,5107
3819,Andy Mitchell,5107
3820,Linda Marlene Eales,5107
3821,Ron Black,5106
3822,Andy Mitchell,5106
3823,Linda Marlene Eales,5106
3824,Linda Marlene Eales,5106
3825,Andy Mitchell,5106
3826,Andy Mitchell,5106
3827,Andy Mitchell,5106
3828,Ron Black,5106
3829,Ron Black,5106
3830,Linda Marlene Eales,5106
3831,Andy Mitchell,5106
3832,Ron Black,5106
3833,Linda Marlene Eales,5106
3834,Linda Marlene Eales,5105
3835,ZABSTAIN,5105
3836,Ron Black,5105
3837,Andy Mitchell,5105
3838,Ron Black,5105
3839,Linda Marlene Eales,5105
3840,Ron Black,5105
3841,Andy Mitchell,5105
3842,Ron Black,5105
3843,Andy Mitchell,5105
3844,Ron Black,5105
3845,Ron Black,5105
3846,Linda Marlene Eales,5105
3847,ZABSTAIN,5105
3848,ZABSTAIN,5105
3849,Linda Marlene Eales,5105
3850,Ron Black,5105
3851,ZABSTAIN,5105
3852,Andy Mitchell,5105
3853,Linda Marlene Eales,5104
3854,ZABSTAIN,5104
3855,Andy Mitchell,5104
3856,Linda Marlene Eales,5104
3857,Andy Mitchell,5104
3858,Ron Black,5104
3859,Linda Marlene Eales,5104
3860,Ron Black,5104
3861,Linda Marlene Eales,5104
3862,ZABSTAIN,5104
3863,Ron Black,5104
3864,Ron Black,5104
3865,Ron Black,5103
3866,Andy Mitchell,5103
3867,Ron Black,5103
3868,Linda Marlene Eales,5103
3869,Ron Black,5103
3870,Linda Marlene Eales,5103
3871,Linda Marlene Eales,5103
3872,Andy Mitchell,5103
3873,ZABSTAIN,5103
3874,Ron Black,5103
3875,Andy Mitchell,5103
3876,ZABSTAIN,5103
3877,Ron Black,5103
3878,Linda Marlene Eales,5103
3879,Andy Mitchell,5102
3880,Andy Mitchell,5102
3881,Ron Black,5102
3882,ZABSTAIN,5102
3883,Andy Mitchell,5102
3884,Andy Mitchell,5102
3885,ZABSTAIN,5102
3886,Linda Marlene Eales,5102
3887,ZABSTAIN,5102
3888,ZABSTAIN,5102
3889,Ron Black,5101
3890,Andy Mitchell,5101
3891,Linda Marlene Eales,5101
3892,Andy Mitchell,5101
3893,Andy Mitchell,5101
3894,Andy Mitchell,5101
3895,ZABSTAIN,5101
3896,Andy Mitchell,5101
3897,ZABSTAIN,5101
3898,ZABSTAIN,5101
3899,Andy Mitchell,5100
3900,Andy Mitchell,5100
3901,ZABSTAIN,5100
3902,Linda Marlene Eales,5100
3903,Ron Black,5100
3904,Andy Mitchell,5100
3905,Linda Marlene Eales,5100
3906,Linda Marlene Eales,5100
3907,Linda Marlene Eales,5100
3908,ZABSTAIN,5100
3909,ZABSTAIN,5100
3910,Linda Marlene Eales,5100
3911,Linda Marlene Eales,5100
3912,Linda Marlene Eales,5100
3913,ZABSTAIN,5099
3914,Andy Mitchell,5099
3915,Ron Black,5099
3916,Andy Mitchell,5099
3917,ZABSTAIN,5099
3918,ZABSTAIN,5099
3919,Andy Mitchell,5099
3920,Linda Marlene Eales,5099
3921,ZABSTAIN,5099
3922,ZABSTAIN,5099
3923,Ron Black,5099
3924,Ron Black,5099
3925,ZABSTAIN,5099
3926,Andy Mitchell,5099
3927,Linda Marlene Eales,5099
3928,Linda Marlene Eales,5099
3929,Linda Marlene Eales,5099
3930,ZABSTAIN,5099
3931,Andy Mitchell,5099
3932,ZABSTAIN,5099
3933,Linda Marlene Eales,5099
3934,Andy Mitchell,5099
3935,ZABSTAIN,5098
3936,Linda Marlene Eales,5098
3937,Ron Black,5098
3938,Andy Mitchell,5098
3939,Linda Marlene Eales,5098
3940,Andy Mitchell,5098
3941,Andy Mitchell,5098
3942,Andy Mitchell,5098
3943,Ron Black,5098
3944,ZABSTAIN,5098
3945,Ron Black,5098
3946,ZABSTAIN,5098
3947,Linda Marlene Eales,5097
3948,Andy Mitchell,5097
3949,ZABSTAIN,5097
3950,ZABSTAIN,5097
3951,Andy Mitchell,5097
3952,ZABSTAIN,5097
3953,Andy Mitchell,5097
3954,Linda Marlene Eales,5097
3955,ZABSTAIN,5097
3956,Linda Marlene Eales,5097
3957,ZABSTAIN,5097
3958,Andy Mitchell,5097
3959,Ron Black,5096
3960,ZABSTAIN,5096
3961,Andy Mitchell,5096
3962,Linda Marlene Eales,5096
3963,Andy Mitchell,5096
3964,Ron Black,5096
3965,Ron Black,5096
3966,Ron Black,5096
3967,Ron Black,5096
3968,Ron Black,5096
3969,Linda Marlene Eales,5096
3970,Ron Black,5096
3971,ZABSTAIN,5096
3972,ZABSTAIN,5096
3973,Ron Black,5095
3974,ZABSTAIN,5095
3975,Ron Black,5095
3976,Andy Mitchell,5095
3977,Ron Black,5095
3978,Ron Black,5095
3979,ZABSTAIN,5095
3980,Andy Mitchell,5095
3981,Ron Black,5095
3982,Andy Mitchell,5095
3983,Linda Marlene Eales,5095
3984,Andy Mitchell,5095
3985,Andy Mitchell,5095
3986,Andy Mitchell,5095
3987,Andy Mitchell,5095
3988,Linda Marlene Eales,5095
3989,ZABSTAIN,5094
3990,Andy Mitchell,5094
3991,Andy Mitchell,5094
3992,Ron Black,5094
3993,Linda Marlene Eales,5094
3994,Linda Marlene Eales,5094
3995,Andy Mitchell,5094
3996,ZABSTAIN,5094
3997,Ron Black,5094
3998,ZABSTAIN,5094
3999,Ron Black,5094
4000,Linda Marlene Eales,5094
4001,ZABSTAIN,5094
4002,Ron Black,5094
4003,ZABSTAIN,5094
4004,ZABSTAIN,5094
4005,Linda Marlene Eales,5094
4006,Linda Marlene Eales,5094
4007,ZABSTAIN,5094
4008,Andy Mitchell,5094
4009,ZABSTAIN,5093
4010,Ron Black,5093
4011,Andy Mitchell,5093
4012,Andy Mitchell,5093
4013,Ron Black,5093
4014,ZABSTAIN,5093
4015,ZABSTAIN,5093
4016,Linda Marlene Eales,5093
4017,Andy Mitchell,5093
4018,Linda Marlene Eales,5093
4019,Ron Black,5093
4020,Ron Black,5093
4021,Andy Mitchell,5093
4022,Ron Black,5093
4023,Linda Marlene Eales,5093
4024,Linda Marlene Eales,5092
4025,Andy Mitchell,5092
4026,Andy Mitchell,5092
4027,Linda Marlene Eales,5092
4028,ZABSTAIN,5092
4029,ZABSTAIN,5092
4030,Linda Marlene Eales,5092
4031,Andy Mitchell,5092
4032,Linda Marlene Eales,5092
4033,Ron Black,5092
4034,Linda Marlene Eales,5092
4035,ZABSTAIN,5092
4036,ZABSTAIN,5092
4037,Ron Black,5092
4038,Andy Mitchell,5092
4039,ZABSTAIN,5091
4040,Linda Marlene Eales,5091
4041,Linda Marlene Eales,5091
4042,Ron Black,5091
4043,Linda Marlene Eales,5091
4044,Linda Marlene Eales,5091
4045,Andy Mitchell,5091
4046,ZABSTAIN,5091
4047,ZABSTAIN,5091
4048,Ron Black,5091
4049,Ron Black,5091
4050,ZABSTAIN,5091
4051,Andy Mitchell,5091
4052,Ron Black,5091
4053,Andy Mitchell,5091
4054,Ron Black,5090
4055,Andy Mitchell,5090
4056,ZABSTAIN,5090
4057,Andy Mitchell,5090
4058,Linda Marlene Eales,5090
4059,ZABSTAIN,5090
4060,ZABSTAIN,5090
4061,Linda Marlene Eales,5090
4062,ZABSTAIN,5090
4063,Andy Mitchell,5090
4064,Andy Mitchell,5090
4065,Linda Marlene Eales,5090
4066,ZABSTAIN,5090
4067,Andy Mitchell,5090
4068,ZABSTAIN,5089
4069,Andy Mitchell,5089
4070,ZABSTAIN,5089
4071,Linda Marlene Eales,5089
4072,Linda Marlene Eales,5089
4073,Ron Black,5089
4074,ZABSTAIN,5089
4075,Linda Marlene Eales,5089
4076,ZABSTAIN,5089
4077,Ron Black,5089
